id,doc,line,mark,ruled_in,reason,zones,fields,values_governed,verdict,reaches,direction,confidence,reader_note,reader_zones,alarming
00146,or/clackamas/milwaukie/19.300.base-zones.txt,925,3,or/clackamas/milwaukie,"note 3 caps nonresidential uses in the NMU zone at 10,000 sq ft. No NMU zone is encoded and the pod is residential",['R-HD'],['setback_side_ft'],1,agree,not_ours,,clear,Size cap on nonresidential uses in the NMU zone.,,False
00147,or/clackamas/milwaukie/19.300.base-zones.txt,927,4,or/clackamas/milwaukie,"note 4 exempts one address, 4320 SE King Rd, from the 10,000 sq ft nonresidential cap of note 3. A single named lot, a nonresidential use, and a zone this layer does not encode",['R-HD'],['setback_side_ft'],1,agree,not_ours,,clear,Site-specific retail exemption at one address.,,False
00148,or/clackamas/milwaukie/19.300.base-zones.txt,929,5,or/clackamas/milwaukie,note 5 requires vehicle retail sales in the GMU zone to be conducted indoors. Not a residential use and not an encoded zone,['R-HD'],['setback_side_ft'],1,agree,not_ours,,clear,Vehicle sales use in the GMU zone.,,False
00149,or/clackamas/milwaukie/19.300.base-zones.txt,931,6,or/clackamas/milwaukie,note 6 requires vehicle repair and service in the commercial mixed-use zones to be conducted indoors. Not a residential use and not an encoded zone,['R-HD'],['setback_side_ft'],1,agree,not_ours,,clear,Vehicle repair use in commercial mixed-use zones.,,False
00150,or/clackamas/milwaukie/19.300.base-zones.txt,933,7,or/clackamas/milwaukie,"note 7 limits day care and child care uses to 5,000 sq ft. Not the use being placed",['R-HD'],['setback_side_ft'],1,agree,not_ours,,clear,"A size cap on day care / child care uses in the commercial mixed-use use table; our pod is a dwelling, not a child care use.",,False
00151,or/clackamas/milwaukie/19.300.base-zones.txt,935,8,or/clackamas/milwaukie,"note 8 limits manufacturing and production uses to 5,000 sq ft on the ground floor and only as accessory to a retail or eating and drinking use. Not the use being placed",['R-HD'],['setback_side_ft'],1,agree,not_ours,,clear,Caps and conditions manufacturing/production uses; nothing in it touches a residential building.,,False
00152,or/clackamas/milwaukie/19.600.parking.txt,293,2,or/clackamas/milwaukie,"note 2 asks 0.5 spaces per unit of ""townhouse developments of 8 or more townhouses"", and adds that successive or phased developments to avoid the requirement are not permitted. This building is four units on one lot or four townhouses on four, and four is not eight either way. The anti-phasing sentence bites a developer assembling a larger project out of small ones, which is a pattern this screen does not model and would have to be told about rather than infer from a single lot",['(defaults)'],['parking_max_per_unit'],1,agree,not_ours,,clear,"The trigger is a development of 8 or more townhouses; our pod is four attached units on one lot, so the 0.5/unit figure never binds.",,False
00153,or/clackamas/oregon-city/17.zoning.txt,4157,1,or/clackamas/oregon-city,"permits a lot size below the table minimum in a land division; it can only relax a minimum this screen enforces, so ignoring it is conservative","['R-10', 'R-6', 'R-8']","['max_coverage_pct', 'max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'quadplex_allowed', 'setback_front_ft', 'setback_garage_entrance_ft', 'setback_garage_entrance_ft [abuts_alley]', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",36,agree,not_ours,,inferred,"A lot-size reduction available at land division; all four of our units sit on one undivided lot, and the note only ever lowers the minimum.",,False
00154,or/clackamas/oregon-city/17.zoning.txt,4159,2,or/clackamas/oregon-city,"governs accessory structures, which the pod is not, and grants them a reduction rather than imposing one","['R-10', 'R-6', 'R-8']","['max_coverage_pct', 'max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'quadplex_allowed', 'setback_front_ft', 'setback_garage_entrance_ft', 'setback_garage_entrance_ft [abuts_alley]', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",36,agree,not_ours,,clear,Accessory structures only; our pod is the primary building on the lot.,,False
00155,or/clackamas/oregon-city/17.zoning.txt,4349,1,or/clackamas/oregon-city,"permits a lot size below the table minimum in a land division; it can only relax a minimum this screen enforces, so ignoring it is conservative","['R-10', 'R-3.5', 'R-5', 'R-6', 'R-8']","['max_coverage_pct', 'max_height_ft', 'min_density_du_per_acre', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'min_lot_width_ft [unit_lots]', 'quadplex_allowed', 'setback_front_ft', 'setback_garage_entrance_ft', 'setback_garage_entrance_ft [abuts_alley]', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",29,agree,not_ours,,inferred,"Same land-division lot-size reduction as the R-10/R-8/R-6 table; we do no land division, and it only lowers a minimum.",,False
00156,or/clackamas/oregon-city/17.zoning.txt,4621,3,or/clackamas/oregon-city,"permits a maximum setback to be increased; it can only relax a maximum this screen enforces, so ignoring it is conservative","['R-3.5', 'R-5']",['min_density_du_per_acre'],2,disagree,reaches,looser,inferred,"Sits under the R-2 table, where a quadplex is a listed use, and lets a maximum setback be increased by cross-reference; it asks less, and states no number itself.",,False
00157,or/clackamas/wilsonville/4.planning.txt,5290,1,or/clackamas/wilsonville,"a higher off-street parking minimum for court facilities, in the Village Zone's Table V-2. Not a use this screen places, not a zone this layer holds, and the values the block's region reaches are setbacks and lot dimensions read from Sections 4.113, 4.122 and 4.123, printed pages earlier under different tables","['(defaults)', 'OTR', 'PDR1', 'PDR2', 'PDR3', 'PDR4', 'PDR5', 'PDR6', 'R', 'TC', 'V']","['driveway_approach_max_width_ft', 'max_coverage_pct', 'max_coverage_pct []', 'max_height_ft', 'min_frontage_ft', 'min_frontage_ft [unit_lots]', 'min_lot_depth_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'min_lot_width_ft [unit_lots]', 'parking_area_max_frontage_pct', 'parking_front_prohibited', 'parking_maneuvering_max_width_ft', 'parking_stall_depth_ft', 'parking_stall_width_ft', 'quadplex_allowed', 'setback_front_ft', 'setback_front_ft []', 'setback_front_ft [local_street]', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_garage_entrance_ft [abuts_alley]', 'setback_rear_ft', 'setback_rear_ft []', 'setback_rear_ft [multi_story]', 'setback_side_ft', 'setback_side_ft []', 'setback_side_ft [attached_wall]', 'setback_side_ft [multi_story]', 'setback_side_total_ft', 'setback_side_total_ft []', 'setback_street_side_ft', 'setback_street_side_ft [local_street]']",166,agree,not_ours,,clear,"A parking minimum for court facilities, a use we are not.",,False
00158,or/clackamas/wilsonville/4.planning.txt,5291,2,or/clackamas/wilsonville,"no additional off-street parking where middle housing is created by converting or adding to an existing single-family dwelling. It is a parking standard, which the screen does read -- but it relieves a conversion, and the pod is new construction on a lot, so the relief never reaches it. Nothing left to relieve either: the row it sits on reads NR for middle housing, and Section 4.155 Table 5 states the same absence citywide, which this layer now carries as an exempt parking_min_per_unit rather than as silence","['(defaults)', 'OTR', 'PDR1', 'PDR2', 'PDR3', 'PDR4', 'PDR5', 'PDR6', 'R', 'TC', 'V']","['driveway_approach_max_width_ft', 'max_coverage_pct', 'max_coverage_pct []', 'max_height_ft', 'min_frontage_ft', 'min_frontage_ft [unit_lots]', 'min_lot_depth_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'min_lot_width_ft [unit_lots]', 'parking_area_max_frontage_pct', 'parking_front_prohibited', 'parking_maneuvering_max_width_ft', 'parking_stall_depth_ft', 'parking_stall_width_ft', 'quadplex_allowed', 'setback_front_ft', 'setback_front_ft []', 'setback_front_ft [local_street]', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_garage_entrance_ft [abuts_alley]', 'setback_rear_ft', 'setback_rear_ft []', 'setback_rear_ft [multi_story]', 'setback_side_ft', 'setback_side_ft []', 'setback_side_ft [attached_wall]', 'setback_side_ft [multi_story]', 'setback_side_total_ft', 'setback_side_total_ft []', 'setback_street_side_ft', 'setback_street_side_ft [local_street]']",166,agree,not_ours,,clear,The parking exemption is limited to middle housing made by adding to or converting an existing detached house; our pod is new factory-built construction. (The note text also bleeds into an unrelated open-space section.),,False
00159,or/clackamas/wilsonville/4.planning.txt,6807,A,or/clackamas/wilsonville,"Table 6B counts middle housing toward a Stage I Master Plan's minimum unit mix; nothing in its notes permits a use, and the value they govern is a prohibition stated in 4.127(.02)B.1.a.ii","['RN', 'V']","['min_lot_sqft', 'quadplex_allowed']",2,agree,not_ours,,clear,"A counting rule for Cluster Housing only; our building is an attached four-unit row, not cluster or cottage housing.",,False
00160,or/clackamas/wilsonville/4.planning.txt,6826,B,or/clackamas/wilsonville,"Table 6B counts middle housing toward a Stage I Master Plan's minimum unit mix; nothing in its notes permits a use, and the value they govern is a prohibition stated in 4.127(.02)B.1.a.ii","['RN', 'V']","['min_lot_sqft', 'quadplex_allowed']",2,disagree,reaches,looser,inferred,"Table 6B's minimum unit counts can bind a Frog Pond lot, and this lets one of our ~1,000 sq ft attached units count in several categories at once, which only eases those minimums.",,False
00161,or/clackamas/wilsonville/4.planning.txt,6829,C,or/clackamas/wilsonville,"Table 6B counts middle housing toward a Stage I Master Plan's minimum unit mix; nothing in its notes permits a use, and the value they govern is a prohibition stated in 4.127(.02)B.1.a.ii","['RN', 'V']","['min_lot_sqft', 'quadplex_allowed']",2,disagree,reaches,neither,inferred,"Defines the small-unit category used by Table 6B's minimums; our ~1,000 sq ft units fall inside it, but the note moves no dimension of the building or lot.",,False
00162,or/clackamas/wilsonville/4.planning.txt,6831,D,or/clackamas/wilsonville,"Table 6B counts middle housing toward a Stage I Master Plan's minimum unit mix; nothing in its notes permits a use, and the value they govern is a prohibition stated in 4.127(.02)B.1.a.ii","['RN', 'V']","['min_lot_sqft', 'quadplex_allowed']",2,disagree,reaches,looser,inferred,"Limits when the minimum small-unit count applies, so it can only relieve our development, never tighten it.",,False
00163,or/clackamas/wilsonville/4.planning.txt,6833,E,or/clackamas/wilsonville,"Table 6B counts middle housing toward a Stage I Master Plan's minimum unit mix; nothing in its notes permits a use, and the value they govern is a prohibition stated in 4.127(.02)B.1.a.ii","['RN', 'V']","['min_lot_sqft', 'quadplex_allowed']",2,disagree,reaches,looser,inferred,"Limits when the minimum mobility-ready count applies; a narrowing of a requirement, so it only asks less.",,False
00164,or/clackamas/wilsonville/4.planning.txt,6835,F,or/clackamas/wilsonville,"Table 6B counts middle housing toward a Stage I Master Plan's minimum unit mix; nothing in its notes permits a use, and the value they govern is a prohibition stated in 4.127(.02)B.1.a.ii","['RN', 'V']","['min_lot_sqft', 'quadplex_allowed']",2,disagree,reaches,looser,inferred,"Relaxes the mobility-ready requirement that a two-storey no-elevator pod would otherwise struggle with, letting a share of units have stair-accessed floor area.",,False
00165,or/clackamas/wilsonville/4.planning.txt,6839,G,or/clackamas/wilsonville,"Table 6B counts middle housing toward a Stage I Master Plan's minimum unit mix; nothing in its notes permits a use, and the value they govern is a prohibition stated in 4.127(.02)B.1.a.ii","['RN', 'V']","['min_lot_sqft', 'quadplex_allowed']",2,disagree,reaches,looser,inferred,Cross-subdistrict credit toward Table 6B's middle-housing and small-unit minimums; it only makes those minimums easier to satisfy.,,False
00166,or/clackamas/wilsonville/4.planning.txt,6854,H,or/clackamas/wilsonville,"Table 6B counts middle housing toward a Stage I Master Plan's minimum unit mix; nothing in its notes permits a use, and the value they govern is a prohibition stated in 4.127(.02)B.1.a.ii","['RN', 'V']","['min_lot_sqft', 'quadplex_allowed']",2,disagree,reaches,looser,inferred,"Same cross-subdistrict credit for the mobility-ready minimum; a relaxation of a unit-mix requirement, not of a dimension.",,False
